,Title,Price [€],Purchase Date,Model
0,Lenovo OEM Nvidia GeForce RTX 3070 8GB GDDR6 Grafikkarte Vorführware!,399.0,2023-02-21,RTX 3070
1,ZOTAC GeForce RTX 3070 AMP Holo 8GB GDDR6 Grafikkarte,499.0,2023-02-21,RTX 3070
2,ASUS ROG Strix GeForce RTX 3070 OC White Edition 8GB GDDR6 Grafikkarte,499.0,2023-02-21,RTX 3070
3,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,425.0,2023-02-20,RTX 3070
4,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6X Grafikkarte,419.0,2023-02-20,RTX 3070
5,ASUS ROG Strix GeForce RTX 3070 OC 8GB GDDR6 Grafikkarte,499.0,2023-02-20,RTX 3070
6,Inno3D GeForce RTX 3070 TWIN X2 OC 8GB GDDR6 Grafikkarte,399.0,2023-02-20,RTX 3070
7,Inno3D GeForce RTX 3070 TWIN X2 OC 8GB GDDR6 Grafikkarte (non LHR),400.0,2023-02-20,RTX 3070
8,MSI GeForce RTX 3070 VENTUS 3X OC 8GB,450.0,2023-02-20,RTX 3070
9,ASUS NVIDIA GeForce RTX 3070 TUF Gaming OC 8GB Gaming Grafikkarte in OVP,405.0,2023-02-20,RTX 3070
10,ASUS ROG Strix GeForce RTX 3070 OC 8GB GDDR6 Grafikkarte non LHR,450.0,2023-02-20,RTX 3070
11,GIGABYTE GeForce RTX 3070 MASTER 8‎GB GDDR6 Grafikkarte,445.0,2023-02-20,RTX 3070
12,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,425.0,2023-02-20,RTX 3070
13,GIGABYTE GeForce RTX 3070 Gaming OC 8G GDDR6 TOP Zustand,422.5,2023-02-20,RTX 3070
14,"EVGA GeForce RTX3070Ti FTW3 ULTRA GAMING LHR 8GB GDDR6X PCIe, HDMI,  Displayport",679.0,2023-02-20,RTX 3070
15,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte inkl. OVP,424.0,2023-02-20,RTX 3070
16,Rtx 3070M (Mobile),213.0,2023-02-20,RTX 3070
17,EVGA GeForce RTX 3070 XC3 BLACK GAMING,395.0,2023-02-20,RTX 3070
18,"Gigabyte RTX 3070 Gaming OC, Non-LHR",399.0,2023-02-20,RTX 3070
19,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte,449.0,2023-02-20,RTX 3070
20,OEM Nvidia GeForce RTX 3070 8GB GDDR6 NVIDIA Grafikkarte NON LHR Sapphire Chip,429.0,2023-02-20,RTX 3070
21,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,470.0,2023-02-19,RTX 3070
22,MSI GeForce RTX 3070 Ventus 2X OC 8GB GDDR6 GPU Grafikkarte,379.0,2023-02-19,RTX 3070
23,"MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte, nonLHR",435.0,2023-02-19,RTX 3070
24,Asus RTX 3070 Turbo 8GB - PCIe 4.0 GPU - Non-LHR,365.0,2023-02-19,RTX 3070
25,Asus RTX 3070 Turbo 8GB - PCIe 4.0 GPU - Non-LHR,372.0,2023-02-19,RTX 3070
26,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,405.51,2023-02-19,RTX 3070
27,MSI GeForce RTX 3070 SUPRIM X 8G GDDR6 Grafikkarte (Non-LHR),423.99,2023-02-19,RTX 3070
28,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Grafikkarte mit OVP,398.99,2023-02-19,RTX 3070
29,ZOTAC GAMING GeForce RTX 3070 Ti Trinity OC 8GB GDDR6X Grafikkarte,452.78,2023-02-19,RTX 3070
30,GeForce RTX™ 3070 VISION OC 8GB GDDR6 (Kein LHR),450.0,2023-02-19,RTX 3070
31,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte || Non-LHR,417.0,2023-02-19,RTX 3070
32,Colorful GeForce RTX 3070 Non-LHR (N3070-806-SI2) Graphics Card,389.0,2023-02-19,RTX 3070
33,Zotac GeForce RTX 3070 Ti Trinity OC 8gb,649.0,2023-02-18,RTX 3070
34,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,730.0,2023-02-18,RTX 3070
35,MSI Geforce RTX 3070 Suprim 8GB Grafikkarte 3080 3090,418.0,2023-02-18,RTX 3070
36,Geforce rtx 3070,650.0,2023-02-18,RTX 3070
37,ASUS TUF GeForce RTX 3070 8GB OC Grafikkarte,475.0,2023-02-17,RTX 3070
38,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,525.0,2023-02-17,RTX 3070
39,ASUS ROG-STRIX-RTX3070TI-O8G-GAMING,747.9,2023-02-17,RTX 3070
40,GeForce RTX 3070 OC V2 LHR 8GB - ASUS OVP Neuwertig,471.0,2023-02-17,RTX 3070
41,Gigabyte Geforce Rtx 3070 Nvidia 8gb Oc,378.0,2023-02-17,RTX 3070
42,GIGABYTE GeForce RTX 3070 Deshroud GAMING OC 8GB GDDR6,350.0,2023-02-17,RTX 3070
43,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte in OVP,389.0,2023-02-17,RTX 3070
44,ZOTAC GAMING GeForce RTX 3070 Twin Edge 8GB GDDR6 Grafikkarte 3xDP/HDMI,379.01,2023-02-16,RTX 3070
45,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte Wie Neu,545.0,2023-02-16,RTX 3070
46,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte Neu u OVP,574.0,2023-02-16,RTX 3070
47,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Grafikkarte -wie neu-,449.0,2023-02-16,RTX 3070
48,Gainward GeForce RTX 3070 Phantom+ 8GB GDDR6 Grafikkarte,366.99,2023-02-16,RTX 3070
49,ZOTAC NVIDIA GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Grafikkarte,700.0,2023-02-16,RTX 3070
50,"MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte, nonLHR",430.0,2023-02-16,RTX 3070
51,GIGABYTE GeForce RTX 3070 GAMING OC LHR  8 GB OC  Enthusiast Grafikkarte,609.17,2023-02-16,RTX 3070
52,INNO3D GeForce RTX 3070 iCHILL X4 8GB GDDR6 Non LHR mit OVP und Rechnung,400.0,2023-02-15,RTX 3070
53,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Grafikkarte (GV-N3070AORUS M-8GD),451.0,2023-02-15,RTX 3070
54,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte mit OVP,469.0,2023-02-15,RTX 3070
55,"MSI GeForce RTX 3070 Ventus 3X OC, 8GB GDDR6, HDMI, 3x- GAMING - RECHNUNG - BOX",499.0,2023-02-15,RTX 3070
56,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Sehr Gut - Refurbished,500.0,2023-02-15,RTX 3070
57,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,569.69,2023-02-15,RTX 3070
58,EVGA GeForce RTX 3070 XC3 ULTRA GAMING 8GB GDDR6 Grafikkarte (08G-P5-3755-KL),460.0,2023-02-15,RTX 3070
59,MSI NVIDIA GeForce RTX 3070 Ti Ventus 3X 8G OC | 8GB GDDR6x | RGB | Raytracing ,699.0,2023-02-15,RTX 3070
0,"EVGA GeForce RTX 3070 FTW3 ULTRA GAMING LHR 8GB GDDR6 PCIe, HDMI,  Displayport",562.22,2023-02-15,RTX 3070
1,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Grafikkarte - NEU&OVP Händler,669.0,2023-02-15,RTX 3070
2,INNO3D GeForce RTX 3070 iCHILL X4  8GB  | Non LHR | New & Sealed | EU - Shipping,629.0,2023-02-15,RTX 3070
3,Gigabyte GeForce RTX 3070 GAMING OC 8GB V2 LHR Grafikkarte - GAMING - RECHNUNG,499.0,2023-02-15,RTX 3070
4,ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte   WIE NEU+GARANTIE,600.0,2023-02-14,RTX 3070
5,ASUS ROG Strix RTX 3070 V2 OC ROG-STRIX-RTX3070-O8G-V2-GAMING (90YV0FR7-M0NA00),549.0,2023-02-14,RTX 3070
6,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte,413.69,2023-02-14,RTX 3070
7,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,383.0,2023-02-14,RTX 3070
8,ZOTAC GAMING GeForce RTX 3070 Twin Edge OC  8GB GDDR6 256Bit GDDR6,402.0,2023-02-14,RTX 3070
9,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,411.0,2023-02-14,RTX 3070
10,OEM Nvidia GeForce RTX 3070 8GB GDDR6 NVIDIA Grafikkarte NON LHR Sapphire Chip,429.0,2023-02-14,RTX 3070
11,EVGA GeForce RTX 3070 FTW3 ULTRA 8GB GDDR6 PCIe HDMI,564.22,2023-02-14,RTX 3070
12,"ASUS TUF Gaming GeForce RTX 3070TI OC V2 Grafikkarte 8GB GDDR6X, 2xHDMI, 3xDP",755.53,2023-02-14,RTX 3070
13,Zotac Gaming GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Grafikkarte - Wie neu ,490.0,2023-02-14,RTX 3070
14,ASUS TUF Gaming GeForce RTX 3070 Ti OC Grafikkarte TOP Wie NEU! Garantie!,569.99,2023-02-14,RTX 3070
15,Lenovo OEM Nvidia GeForce RTX 3070 8GB GDDR6 Grafikkarte TOP ZUSTAND!,399.0,2023-02-14,RTX 3070
16,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte,400.0,2023-02-13,RTX 3070
17,Inno3D NVIDIA GeForce RTX 3070 ti 8GB GDDR6X ,499.0,2023-02-13,RTX 3070
18,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,402.0,2023-02-13,RTX 3070
19,ASUS GeForce RTX 3070 ROG Strix OC 8‎GB GDDR6 Grafikkarte non LHR,515.0,2023-02-13,RTX 3070
20,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Grafikkarte - Top Zustand!,405.0,2023-02-13,RTX 3070
21,"Gebraucht: Sehr gut! GIGABYTE GeForce RTX 3070 Ti Eagle OC 8G, 8GB GDDR6X",636.09,2023-02-13,RTX 3070
22,"ZOTAC GeForce RTX 3070 Twin Edge LHR, Grafikkarte",593.97,2023-02-13,RTX 3070
23,GIGABYTE GeForce RTX 3070 EAGLE OC LHR  8 GB OC  Enthusiast Grafikkarte,597.09,2023-02-13,RTX 3070
24,Palit GeForce RTX 3070 JetStream V1 8GB GDDR6 G-Sync - Zustand sehr gut ,441.0,2023-02-13,RTX 3070
25,NVIDIA GeForce RTX 3070 Founders Edition 8GB Grafikkarte - NEU,669.0,2023-02-13,RTX 3070
26,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte inkl. OVP,401.0,2023-02-13,RTX 3070
27,ZOTAC GeForce RTX 3070 Twin Edge OC LHR White  8 GB OC  Enthusiast Grafikkarte,645.95,2023-02-13,RTX 3070
28,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6X Grafikkarte,669.0,2023-02-13,RTX 3070
29,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte,389.0,2023-02-12,RTX 3070
30,GIGABYTE AORUS GeForce RTX 3070  8GB Grafikkarte,431.0,2023-02-12,RTX 3070
31,MSI Geforce RTX 3070 Suprim X (NON LHR),491.0,2023-02-12,RTX 3070
32,ZOTAC GAMING GeForce RTX 3070 Ti AMP Holo 8GB GDDR6X Grafikkarte,501.0,2023-02-12,RTX 3070
33,GIGABYTE AORUS GeForce RTX 3070 Master || OVP || no LHR,421.0,2023-02-12,RTX 3070
34,ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,525.0,2023-02-12,RTX 3070
35,ASUS NVIDIA GeForce RTX 3070 8GB non LHR,411.0,2023-02-12,RTX 3070
36,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,423.0,2023-02-12,RTX 3070
37,PNY GeForce RTX 3070 8GB UPRISING Dual Fan (VCG30708DFMPB),412.13,2023-02-12,RTX 3070
38,GIGABYTE GeForce RTX™ 3070 Gaming OC 8GB LHR (GV-N3070GAMING OC-8GD 2.0) (NVIDIA,579.99,2023-02-12,RTX 3070
39,ZOTAC GAMING GEFORCE RTX3070 TWIN EDGE - TOP ZUSTAND!,407.55,2023-02-12,RTX 3070
40,HP NVIDIA GeForce RTX 3070  OEM Grafikkarte 8Gb GDDR6,499.0,2023-02-11,RTX 3070
41,MSI RTX 3070 SUPRIM 8GB (NON LHR),449.0,2023-02-11,RTX 3070
42,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6,460.0,2023-02-11,RTX 3070
43,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte - Neu & Lieferbar,599.0,2023-02-11,RTX 3070
44,GIGABYTE GeForce RTX 3070 MASTER 8‎GB GDDR6 Grafikkarte NON LHR,600.0,2023-02-10,RTX 3070
45,"MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte, nonLHR",401.0,2023-02-10,RTX 3070
46,ZOTAC GAMING GeForce RTX 3070 Twin Edge LHR 8GB Grafikkarte - 3x,577.99,2023-02-10,RTX 3070
47,MSI GeForce RTX 3070 Ti Suprim X 8G Gaming Grafikkarte (NVIDIA 8GB GDDR6X),943.02,2023-02-10,RTX 3070
48,"Palit GeForce RTX 3070 GamingPro LHR (Grafikkarte, 8GB, NE63070019P2-1041A)",578.79,2023-02-10,RTX 3070
49,ASUS GeForce RTX 3070 DUAL OC ⭐️ NON LHR ⭐️ NEU ⭐️ versiegelt ⭐️ Händler ✅,599.99,2023-02-10,RTX 3070
50,ZOTAC GAMING GeForce RTX 3070 Twin Edge LHR 8GB GDDR6 Grafikkarte,452.0,2023-02-10,RTX 3070
51,ASUS TUF GeForce RTX 3070 8GB OC Grafikkarte,499.0,2023-02-10,RTX 3070
52,Asus TUF GeForce RTX 3070 8GB OC V2 Grafikkarte - 3x DisplayPort/2x HDMI - LHR,669.99,2023-02-10,RTX 3070
53,Gainward GeForce RTX 3070 Phoenix 8GB GDDR6 Grafikkarte,391.0,2023-02-10,RTX 3070
54,ZOTAC GAMING GeForce RTX 3070Ti AMP Extreme HOLO VR-Ready RGB 256bit Grafikkarte,756.0,2023-02-10,RTX 3070
55,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,500.0,2023-02-10,RTX 3070
56,Gigabyte GeForce RTX 3070 Gaming OC 8GB GDDR6 G-Sync - Zustand sehr gut ,479.0,2023-02-10,RTX 3070
57,✅ASUS TUF Gaming GeForce RTX 3070Ti OC 8GB GDDR6X Grafikkarte - wie Neu ✅,579.0,2023-02-10,RTX 3070
58,Nagelneue RTX 3070 Ti VENTUS 3X 8G OC,585.0,2023-02-09,RTX 3070
59,ASUS NVIDIA GeForce RTX 3070 TUF Gaming OC 8GB Gaming Grafikkarte...,429.0,2023-02-09,RTX 3070
0,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,430.0,2023-02-09,RTX 3070
1,"OVP MSI GeForce RTX 3070 Ti Gaming Trio X, ohne Grafikkarte",100.0,2023-02-09,RTX 3070
2,MSI GeForce RTX 3070 Ti VENTUS 3X OC 8GB GDDR6X Grafikkarte mit OVP,549.88,2023-02-09,RTX 3070
3,ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,565.0,2023-02-09,RTX 3070
4,MSI GeForce RTX 3070 GAMING Z TRIO 8GB | non LHR ,400.0,2023-02-09,RTX 3070
5,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,419.0,2023-02-09,RTX 3070
6,grafikkarte 8gb nvidia GeForce RTX 3070 GDDR6 256 bit,700.0,2023-02-09,RTX 3070
7,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte inkl. OVP,436.0,2023-02-09,RTX 3070
8,Gainward GeForce RTX 3070 Phantom+ 8GB GDDR6 Grafikkarte,450.0,2023-02-09,RTX 3070
9,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,505.0,2023-02-08,RTX 3070
10,MSI GeForce RTX 3070 Ti Gaming X Trio 8GB GDDR6X HDMI DP LHR,549.0,2023-02-08,RTX 3070
11,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte,409.99,2023-02-08,RTX 3070
12,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,406.0,2023-02-08,RTX 3070
13,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte GEBRAUCHT; GUTER ZUSTAND,411.52,2023-02-08,RTX 3070
14,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,439.9,2023-02-07,RTX 3070
15,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,456.0,2023-02-07,RTX 3070
16,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte mit OVP,459.0,2023-02-07,RTX 3070
17,GIGABYTE AORUS GeForce RTX 3070 Ti MASTER,818.15,2023-02-07,RTX 3070
18,ZOTAC NVIDIA GeForce RTX 3070 Ti Trinity OC 8GB GDDR6X Grafikkarte...,451.0,2023-02-07,RTX 3070
19,ASUS NVIDIA GeForce RTX 3070 TUF Gaming OC 8GB Gaming Grafikkarte...,479.99,2023-02-07,RTX 3070
20,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,489.88,2023-02-07,RTX 3070
21,"Zotac Gaming GeForce RTX 3070 Ti AMP Holo, 8GB GDDR6 PCIe",784.22,2023-02-07,RTX 3070
22,Palit GeForce RTX 3070 GamingPro OC 8GB GDDR6 Grafikkarte in kompletter OVP,439.0,2023-02-07,RTX 3070
23,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Non LHR Grafikkarte,449.0,2023-02-07,RTX 3070
24,ZOTAC Geforce RTX 3070 8GB Gaming AMP HOLO Grafikkarte,380.0,2023-02-07,RTX 3070
25,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte *HÄNDLER*,439.0,2023-02-07,RTX 3070
26,Asus (NVidia) GeForce RTX™ 3070 Dual 8GB,389.0,2023-02-07,RTX 3070
27,"GIGABYTE Geforce RTX 3070 EAGLE OC 8 GB (GV-N3070EAGLE OC-8GD 2.0) (NVIDIA, Graf",559.99,2023-02-07,RTX 3070
28,ZOTAC GeForce RTX 3070 Ti GAMING 8GB GDDR6X Grafikkarte Graphics Card GPU Gaming,686.0,2023-02-06,RTX 3070
29,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte,400.0,2023-02-06,RTX 3070
30,ZOTAC GAMING GeForce RTX 3070 Twin Edge 8GB GDDR6 Grafikkarte 3xDP/HDMI,603.9,2023-02-06,RTX 3070
31,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,428.0,2023-02-06,RTX 3070
32,"MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte, nonLHR",460.0,2023-02-06,RTX 3070
33,ZOTAC GAMING GEFORCE RTX 3070 Ti Trinity OC 8GB 256BIT GDDR6X Grafikkarte NEU,719.9,2023-02-06,RTX 3070
34,KFA2 GeForce RTX 3070 Ti SG (1-Click OC) 8GB GDDR6X Grafikkarte,549.0,2023-02-06,RTX 3070
35,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,378.0,2023-02-06,RTX 3070
36,GIGABYTE NVIDIA GeForce RTX 3070 Ti VISION OC 8GB (mit Garantie) ,490.0,2023-02-06,RTX 3070
37,"MSI GeForce RTX 3070 GDDR6, 8GB",420.0,2023-02-06,RTX 3070
38,"Grafikkarte Geforce RTX 3070 8GB NVIDIA MSI, kein LHR, Orig. Rechnung, wie Neu!",550.0,2023-02-05,RTX 3070
39,Asus RTX 3070 Turbo 8GB - PCIe 4.0 GPU - Non-LHR,328.0,2023-02-05,RTX 3070
40,ASUS TUF Gaming GeForce RTX 3070 Ti OC V2 8GB NEU,567.67,2023-02-05,RTX 3070
41,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,416.0,2023-02-05,RTX 3070
42,ASUS ROG Strix GeForce RTX 3070 OC 8GB GDDR6 Grafikkarte,470.0,2023-02-05,RTX 3070
43,ASUS Dual GeForce RTX 3070 OC V2 LHR 8GB GDDR6 Grafikkarte nur 3 Monate alt!,449.0,2023-02-05,RTX 3070
44,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6,370.0,2023-02-05,RTX 3070
45,AORUS GeForce RTX 3070 MASTER 8‎GB GDDR6 Rev 1.1 mit OVP NON LHR,389.0,2023-02-05,RTX 3070
46,KFA2 GeForce RTX™ 3070  1-Click OC 8GB Non-LHR (NVIDIA),351.0,2023-02-05,RTX 3070
47,ZOTAC GeForce RTX 3070 Twin Edge OC White Edition 8GB GDDR6 Grafikkarte,425.05,2023-02-05,RTX 3070
48,ASUS TUF Gaming GeForce RTX 3070 OC V2 LHR 8GB GDDR6 Grafikkarte OVP,414.0,2023-02-05,RTX 3070
49,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Grafikkarte REV1.1 NON LHR,431.0,2023-02-05,RTX 3070
50,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,413.52,2023-02-05,RTX 3070
51,GIGABYTE GeForce RTX 3070 EAGLE OC 8GB GDDR6 Grafikkarte,430.1,2023-02-05,RTX 3070
52,GIGABYTE GeForce RTX 3070 GAMING OC LHR  8 GB OC Grafikkarte TOPZUSTAND,441.0,2023-02-05,RTX 3070
53,EVGA GeForce RTX 3070 XC3 ULTRA ⭐️ NON LHR ⭐️ NEU ⭐️ versiegelt ⭐️ Händler ✅,649.99,2023-02-05,RTX 3070
54,EVGA GeForce RTX 3070 Ti FTW3 ULTRA GAMING 8GB GDDR6X Grafikkarte,555.0,2023-02-05,RTX 3070
55,MSI GeForce RTX 3070 Ti GAMING X TRIO 8GB GDDR6X 1x HDMI 3x Displayport,772.22,2023-02-05,RTX 3070
56,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,547.4,2023-02-05,RTX 3070
57,Inno3D GEFORCE RTX 3070 TWIN X2 OC NVIDIA 8 GB GDDR6,399.0,2023-02-05,RTX 3070
58,"Palit GeForce RTX 3070 Ti GameRock, 8GB GDDR6X, HDMI, 3x DP (NED307T019P2-1047G)",1089.0,2023-02-05,RTX 3070
59,Gigabyte AORUS GeForce RTX 3070 MASTER 8‎GB GDDR6 Rev 1.1,469.0,2023-02-05,RTX 3070
0,MSI GeForce RTX 3070 VENTUS 3X OC,420.0,2023-02-04,RTX 3070
1,"GIGABYTE GeForce RTX 3070 Gaming OC R2.0 8GB GDDR6 Grafikkarte 2xHDMI, 2xDP",616.48,2023-02-04,RTX 3070
2,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,440.0,2023-02-04,RTX 3070
3,ASUS TUF GeForce RTX 3070 TI 8GB Gaming Grafikkarte,699.9,2023-02-04,RTX 3070
4,ASUS TUF GeForce RTX 3070 TI 8GB OC Version Gaming Grafikkarte,699.9,2023-02-04,RTX 3070
5,ASUS TUF GeForce RTX 3070 V2 8 GB OC Version Gaming Grafikkarte,649.9,2023-02-04,RTX 3070
6,EVGA GeForce RTX 3070 XC3 BLACK GAMING 8GB GDDR6,450.0,2023-02-04,RTX 3070
7,ASUS ROG Strix Rtx 3070 8GB Wie Neu+OVP+Rechnung+Restgarantie,475.0,2023-02-04,RTX 3070
8,NVIDIA GeForce RTX 3070  8GB GDDR6 Gaming Grafikkarte,386.01,2023-02-04,RTX 3070
9,Palit GeForce RTX™ 3070 GameRock 8GB GDDR6,650.0,2023-02-04,RTX 3070
10,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,350.0,2023-02-03,RTX 3070
11,MSI GeForce RTX 3070 Ventus 3X OC LHR 8GB GDDR6 Grafikkarte,446.0,2023-02-03,RTX 3070
12,Gigabyte GeForce RTX 3070 Gaming OC 8G LHR ✅ NEU - NEW ✅,599.99,2023-02-03,RTX 3070
13,"GIGABYTE GeForce RTX 3070 Gaming OC 8G LHR, Grafikkarte",614.94,2023-02-03,RTX 3070
14,MSI (B-Ware) Grafikkarte RTX3070TI Ventus 3X 8G OC LHR,599.9,2023-02-03,RTX 3070
15,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,429.99,2023-02-03,RTX 3070
16,⭐ Gebraucht ⭐ MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte ✅ Non LHR ✅,485.0,2023-02-03,RTX 3070
17,NVIDIA GeForce RTX 3070 Colorful Non-LHR 8GB GDDR6 Grafikkarte,400.0,2023-02-02,RTX 3070
18,"NEUWERTIG KFA2 GeForce RTX 3070 EX (1-Click OC), 8GB GDDR6, HDMI, 3xDP +GARANTIE",475.0,2023-02-02,RTX 3070
19,ASUS TUF Gaming GeForce RTX 3070 8‎GB GDDR6 Grafikkarte TOP OVP,426.01,2023-02-02,RTX 3070
20,"INNO3D GeForce RTX 3070 iCHILL X4 LHR Grafikkarte - 3x DisplayPort, 1x HDMI",820.99,2023-02-02,RTX 3070
21,ZOTAC GeForce RTX 3070 Twin Edge OC White Edition 8GB GDDR6,450.0,2023-02-02,RTX 3070
22,Gainward GeForce RTX 3070 Phoenix 8GB GDDR6,450.0,2023-02-02,RTX 3070
23,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,498.0,2023-02-02,RTX 3070
24,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,549.99,2023-02-02,RTX 3070
25,MSI GeForce RTX 3070 Ventus 3X OC LHR 8GB GDDR6 Grafikkarte,500.0,2023-02-02,RTX 3070
26,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte,401.0,2023-02-02,RTX 3070
27,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte,441.0,2023-02-02,RTX 3070
28,ASUS ROG Strix GeForce RTX 3070 Ti 8GB GDDR6X Grafikkarte mit Garantie ,562.0,2023-02-02,RTX 3070
29,ZOTAC GAMING GEFORCE RTX 3070 Ti AMP Extreme HOLO 8GB 256BIT GDDR6X Grafikkarte,699.9,2023-02-02,RTX 3070
30,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,498.0,2023-02-01,RTX 3070
31,🔥🔥ZOTAC Geforce RTX 3070✅AMP HOLO Edition✅8GB ✅Garantie✅Tolles RGB✅Grafikkarte,429.95,2023-02-01,RTX 3070
32,ZOTAC GAMING Nvidia GeForce RTX 3070 Twin Edge LHR 8GB GDDR6 Grafikkarte,401.0,2023-02-01,RTX 3070
33,ZOTAC GeForce RTX 3070 AMP Holo LHR  8 GB OC  High End Grafikkarte (Grafikkarte),670.84,2023-02-01,RTX 3070
34,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,505.0,2023-02-01,RTX 3070
