,Title,Price [€],Purchase Date,Model
38,Gainward GeForce RTX 3070 Phoenix 8GB GDDR6 Grafikkarte,378.0,2022-12-23,RTX 3070
39,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte. Top Zustand,400.0,2022-12-23,RTX 3070
40,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte. Selten genutzt,412.0,2022-12-23,RTX 3070
41,Gigabyte GeForce RTX 3070 Gaming OC 8G LHR ✅ NEU - NEW ✅,659.99,2022-12-23,RTX 3070
42,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,430.0,2022-12-23,RTX 3070
43,"ASUS GeForce RTX 3070 Ti ROG-STRIX GAMING LHR, Grafikkarte",806.42,2022-12-22,RTX 3070
44,ASUS ROG STRIX RTX 3070 OC Gaming 8GB GDDR6 Grafikkarte,469.0,2022-12-22,RTX 3070
45,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6X Grafikkarte,421.0,2022-12-22,RTX 3070
46,Nvidia GeForce RTX 3070 Ti Founders Edition Grafikkarte - NEU NEW & OVP,679.0,2022-12-22,RTX 3070
47,ZOTAC GeForce RTX 3070 Twin Edge OC White Edition 8GB GDDR6 - NON LHR,500.0,2022-12-22,RTX 3070
48,ZOTAC GeForce RTX 3070 Twin Edge OC White Edition 8GB GDDR6 Grafikkarte PCIe4,401.0,2022-12-22,RTX 3070
49,MSI GeForce RTX 3070 Ti VENTUS 3X OC 8GB GDDR6X Grafikkarte,599.0,2022-12-22,RTX 3070
50,*** NVIDIA GeForce RTX 3070 Ti FE *** Founders Edition ***,585.0,2022-12-22,RTX 3070
51,"Gainward GeForce RTX 3070 Phantom GS Grafikkarte,besser als 3060/Ti/2070/80/1080",444.44,2022-12-22,RTX 3070
52,Colorful GeForce RTX 3070 Non-LHR (N3070-806-SI2) Graphics Card,389.0,2022-12-21,RTX 3070
53,MSI GeForce RTX 3070 Ti GAMING X TRIO 8GB GDDR6X Grafikkarte,600.0,2022-12-21,RTX 3070
54,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 LHR G-Sync Grafikkarte - Zustand gut ,425.0,2022-12-21,RTX 3070
55,NVIDIA ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,679.0,2022-12-21,RTX 3070
56,EVGA GeForce RTX 3070 FTW3 ULTRA Grafikkarte TOP Zustand!,520.0,2022-12-21,RTX 3070
57,"Gainward GeForce RTX 3070 Phoenix ""GS"" 8GB GDDR6 Grafikkarte",510.0,2022-12-21,RTX 3070
58,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 / Grafikkarte / GPU  / NO LHR,419.0,2022-12-21,RTX 3070
59,GIGABYTE AORUS GeForce RTX 3070 Master || OVP || no LHR,458.85,2022-12-20,RTX 3070
0,Palit Nvidia GeForce RTX 3070 Ti Gaming Pro 8GB GDDR6X Grafikkarte G-Sync OVP ,549.99,2022-12-20,RTX 3070
1,EVGA RTX 3070 FTW3 ULTRA Gaming 8GB GDDR6 Grafikkarte 1,469.0,2022-12-20,RTX 3070
2,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Grafikkarte - OVP,500.0,2022-12-20,RTX 3070
3,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,467.0,2022-12-19,RTX 3070
4,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte NEU und OVP,446.0,2022-12-19,RTX 3070
5,GIGABYTE GeForce RTX 3070 Vision OC 8GB GDDR6 (Rev. 1.0 = non LHR) TOP Zustand,500.0,2022-12-19,RTX 3070
6,GIGABYTE GeForce RTX 3070 AORUS Master LHR  8 GB OC  Enthusiast Grafikkarte,715.49,2022-12-19,RTX 3070
7,Zotac nvidia gforce rtx 3070 Twin Edge White Edition 8GB,431.0,2022-12-19,RTX 3070
8,Palit Nvidia GeForce RTX 3070 Ti Gaming Pro 8GB GDDR6X Grafikkarte G-Sync OVP ,599.0,2022-12-19,RTX 3070
9,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 / GPU / NO LHR,439.0,2022-12-19,RTX 3070
10,"Gigabyte GeForce RTX 3070 Ti Gaming OC 8GB , Grafikkarte(2x DisplayPort, 2xHDMI)",620.0,2022-12-19,RTX 3070
11,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte NON LHR,437.0,2022-12-19,RTX 3070
12,ASUS GeForce RTX 3070 DUAL Gaming 8GB GDDR6 Grafikkarte TOP!,419.0,2022-12-19,RTX 3070
13,Palit GeForce RTX 3070 Ti GamingPro 8GB GDDR6X Grafikkarte,519.0,2022-12-18,RTX 3070
14,ZOTAC GeForce RTX 3070 Twin Edge OC White Edition 8GB GDDR6 Grafikkarte,407.0,2022-12-18,RTX 3070
15,"MSI RTX 3070 Gaming X Trio - 8GB Non-LHR, OVP",475.0,2022-12-18,RTX 3070
16,ASUS GeForce RTX 3070 DUAL 8GB GDDR6 Grafikkarte,421.0,2022-12-18,RTX 3070
17,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte(non LHR) Wasserkühlung,411.0,2022-12-18,RTX 3070
18,MSI GeForce RTX 3070 VENTUS 3X Plus 8G OC LHR  8 GB OC  High End Grafikkarte,702.54,2022-12-18,RTX 3070
19,Grafikkarte MSI Nividia Rtx 3070 8gb GPU,451.0,2022-12-18,RTX 3070
20,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,555.0,2022-12-18,RTX 3070
21,GIGABYTE GeForce RTX 3070 MASTER 8‎GB GDDR6 Grafikkarte unbenutzt mit Kabel,507.0,2022-12-18,RTX 3070
22,Defekt ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte,233.0,2022-12-18,RTX 3070
23,NVIDIA GeForce RTX 3070 8GB GDDR6 (NON LHR) Ausbau aus Komplett-PC (TOP),449.99,2022-12-18,RTX 3070
24,EVGA GeForce RTX 3070 FTW3 ULTRA GAMING (08G-P5-3767-KR) - optisch wie neu,435.0,2022-12-18,RTX 3070
25,MSI GeForce RTX 3070 VENTUS 2X OC (V390-008R) - Zustand sehr gut,387.0,2022-12-18,RTX 3070
26,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte - Zustand Sehr gut,416.0,2022-12-18,RTX 3070
27,GIGABYTE GeForce RTX 3070 MASTER 8‎GB GDDR6 Grafikkarte,402.0,2022-12-18,RTX 3070
28,MSI GeForce RTX 3070 VENTUS 3X OC (V390-007R) - Zustand sehr gut,411.0,2022-12-18,RTX 3070
29,Zotac Gaming RTX 3070 Twin Edge OC 8GB  (ZT-A30700H-10P) - Zustand sehr gut,401.0,2022-12-18,RTX 3070
30,GIGABYTE GeForce RTX 3070 VISION OC 8‎GB GDDR6 Grafikkarte (rev. 1.0) ,500.0,2022-12-18,RTX 3070
31,Gigabyte GeForce RTX 3070 Gaming OC 8GB GDDR6 Grafikkarte  Non LHR,412.0,2022-12-17,RTX 3070
32,Gainward GeForce RTX 3070 Phoenix 8GB Grafikkarte,390.34,2022-12-17,RTX 3070
33,Grafikkarte MSI Nividia Rtx 3070 8gb GPU,430.12,2022-12-17,RTX 3070
34,Grafikkarte Nividia Rtx 3070 Phoenix 8gb GPU,412.0,2022-12-17,RTX 3070
35,8GB Palit GeForce RTX 3070 Ti GamingPro Aktiv PCIe 4.0 Gaming Grafikkarte NVidia,490.0,2022-12-17,RTX 3070
36,GIGABYTE GeForce RTX 3070 Gaming OC 8G / GPU RTX Grafikkarte / NO LHR,429.0,2022-12-17,RTX 3070
37,ZOTAC GeForce RTX 3070 Twin Edge OC White Edition 8GB GDDR6 Grafikkarte,399.0,2022-12-17,RTX 3070
38,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,567.0,2022-12-16,RTX 3070
39,NVIDIA GeForce RTX 3070 FE Founders Edition 8GB GDDR6,499.0,2022-12-16,RTX 3070
40,KFA2 GeForce RTX 3070 EX 1-Click OC GDDR6 256-bit,372.0,2022-12-16,RTX 3070
41,MSI GeForce RTX 3070 Ventus2x OC || OVP || no LHR,425.0,2022-12-16,RTX 3070
42,"Grafikkarte Geforce RTX 3070 8GB Nvidia MSI, Kein LHR, Original Rechnung",500.0,2022-12-16,RTX 3070
43,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6,450.0,2022-12-16,RTX 3070
44,ASUS GeForce RTX 3070 TUF Gaming OC 8GB GDDR6 Grafikkarte,450.0,2022-12-16,RTX 3070
45,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 Grafikkarte || OVP || no LHR,451.0,2022-12-16,RTX 3070
46,"Gigabyte GeForce RTX 3070 Vision OC 8G, 8192 MB GDDR6",569.0,2022-12-15,RTX 3070
47,EVGA GeForce RTX 3070 Ti FTW3 ULTRA GAMING 8GB GDDR6X Grafikkarte,499.0,2022-12-15,RTX 3070
48,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 Grafikkarte,420.0,2022-12-15,RTX 3070
49,ZOTAC GAMING GeForce RTX 3070 Twin Edge 8GB GDDR6 Grafikkarte TOP ZUSTAND!!!!,399.0,2022-12-15,RTX 3070
50,MSI® GEFORCE RTX 3070 TI VENTUS 3X GRAFIKKARTE NEU,699.0,2022-12-15,RTX 3070
51,GIGABYTE GeForce RTX 3070 Gaming OC 8G / GPU RTX Grafikkarte / NO LHR,449.0,2022-12-15,RTX 3070
52,GIGABYTE GeForce RTX 3070 MASTER 8‎GB GDDR6 Grafikkarte,399.0,2022-12-15,RTX 3070
53,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte mit Garantie,450.0,2022-12-15,RTX 3070
54,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte NON LHR,474.24,2022-12-15,RTX 3070
55,"RTX 3070 Gainward Phantom GS 8GB DDR6 Grafikkarte, inkl. ca. 4 Monate Garantie",450.0,2022-12-15,RTX 3070
56,ZOTAC Gaming GeForce RTX 3070 Twin Edge OC/Grafikkarte/besser als 2080/70/60/Ti,444.44,2022-12-14,RTX 3070
57,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte,311.0,2022-12-14,RTX 3070
58,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte OVP Restgarantie | non LHR,451.0,2022-12-14,RTX 3070
59,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte Rechnung,555.0,2022-12-14,RTX 3070
0,ASUS Dual GeForce RTX 3070 8GB GDDR6 Grafikkarte,417.0,2022-12-14,RTX 3070
1,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte - gebraucht,461.0,2022-12-14,RTX 3070
2,"Gigabyte GeForce RTX 3070 Eagle OC R2.0 8GB GDDR6 Grafikkarte 2xHDMI, 2xDP",656.0,2022-12-14,RTX 3070
3,+++ TOP +++ EVGA RTX 3070  8GB +++ non LHR +++,490.0,2022-12-14,RTX 3070
4,ASUS ROG STRIX RTX 3070 OC Gaming 8GB GDDR6 Grafikkarte,489.0,2022-12-14,RTX 3070
5,HP NVIDIA GeForce RTX 3070  OEM Grafikkarte 8Gb GDDR6,489.0,2022-12-14,RTX 3070
6,ASUS GeForce RTX 3070 TUF Gaming OC 8GB GDDR6 Grafikkarte,450.0,2022-12-14,RTX 3070
7,EVGA GeForce RTX 3070 FTW3 ULTRA Grafikkarte mit Wasserkühlung TOP Zustand!,499.0,2022-12-14,RTX 3070
8,evga rtx 3070 ftw3 ultra LHR Inklusive Rechnung/Garantie!,550.0,2022-12-13,RTX 3070
9,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,599.0,2022-12-13,RTX 3070
10,MSI GeForce RTX 3070 VENTUS 2X OC 8GB GDDR6 256bit HDMI 3*DP PCI-E4.0,449.95,2022-12-13,RTX 3070
11,ZOTAC GeForce RTX 3070 Twin Edge OC White Edition 8GB GDDR6 Grafikkarte + OVP,391.0,2022-12-13,RTX 3070
12,Gigabyte GeForce RTX 3070 Eagle OC 8G LHR ✅ NEU - NEW ✅,629.99,2022-12-13,RTX 3070
13,"ASUS ROG Strix GeForce RTX 3070 Ti 8GB GDDR6X Grafikkarte - 3x DisplayPort, 2x",840.99,2022-12-13,RTX 3070
14,MSI GeForce RTX 3070 Ventus 2X OC 8GB GDDR6,380.0,2022-12-13,RTX 3070
15,GIGABYTE GeForce RTX 3070 8‎GB GDDR6 Grafikkarte inkl Gewährleistung + Rechnung,434.0,2022-12-13,RTX 3070
16,GIGABYTE VISION OC RTX 3070  Gaming 8GB GDDR6 Grafikkarte,459.0,2022-12-13,RTX 3070
17,PALIT JET STREAM RTX 3070 Gaming 8GB GDDR6 Grafikkarte 3,425.0,2022-12-13,RTX 3070
18,GIGABYTE GeForce RTX 3070 EAGLE OC LHR  8 GB OC  Enthusiast Grafikkarte,743.84,2022-12-13,RTX 3070
19,ASUS GeForce RTX 3070 DUAL Gaming 8GB GDDR6 Grafikkarte TOP!,399.0,2022-12-13,RTX 3070
20,MSI GeForce RTX 3070 Ventus2x OC || OVP || no LHR,401.0,2022-12-13,RTX 3070
21,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte NON LHR,421.0,2022-12-13,RTX 3070
22,Gaming ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 ⭐️ NEU OVP ⭐️ NON LHR Grafikkarte,441.0,2022-12-13,RTX 3070
23,ASUS NVIDIA GeForce RTX 3070 TUF Gaming OC 8GB Gaming Grafikkarte...,620.0,2022-12-13,RTX 3070
24,AORUS GeForce RTX 3070 MASTER 8‎GB GDDR6 Rev 1.1 mit OVP (kein LHR),470.0,2022-12-12,RTX 3070
25,"ZOTAC GeForce RTX 3070 Twin Edge OC ""White Edition"" 8GB GDDR6 Grafikkarte",419.0,2022-12-12,RTX 3070
26,GIGABYTE GeForce RTX 3070 MASTER 8‎GB GDDR6 Grafikkarte TOP Zustand,426.0,2022-12-12,RTX 3070
27,"ASUS GeForce RTX 3070 TUF Gaming OC 8GB Grafikkarte *Neuwertig, FHR, 2021-07*",520.0,2022-12-12,RTX 3070
28,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X - TOP Gebraucht / Restgarantie,510.51,2022-12-12,RTX 3070
29,Inno3D GeForce RTX 3070 Twin X2 OC No-LHR  8 GB OC Grafikkarte,400.0,2022-12-12,RTX 3070
30,MSI GeForce RTX 3070 Ventus 2X OC 8GB GDDR6,475.0,2022-12-12,RTX 3070
31,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6 Grafikkarte (non LHR),451.0,2022-12-12,RTX 3070
32,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 256bit HDMI 3*DP PCI-E4.0,479.95,2022-12-12,RTX 3070
33,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte OVP,433.76,2022-12-12,RTX 3070
34,Gainward RTX 3070 Phoenix 8GB GDDR6 256bit HDMI 3*DP PCI-E4.0,479.95,2022-12-12,RTX 3070
35,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6 Grafikkarte (no LHR),451.0,2022-12-12,RTX 3070
36,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 NON LHR Grafikkarte,450.0,2022-12-12,RTX 3070
37,Gainward GeForce RTX 3070 Phoenix 8GB GDDR6 Grafikkarte,403.0,2022-12-12,RTX 3070
38,GIGABYTE GeForce RTX 3070 AORUS Master LHR  8 GB OC  Enthusiast Grafikkarte,1200.0,2022-12-12,RTX 3070
39,"Gigabyte GeForce RTX 3070 Vision OC 8G, 8192 MB GDDR6",498.99,2022-12-12,RTX 3070
40,ASUS ROG Strix GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikk wie neu 1 Jahr Garantie,566.0,2022-12-11,RTX 3070
41,MSI GeForce RTX 3070 Ti Suprim X 8G Gaming Grafikkarte (NVIDIA 8GB GDDR6X),546.7,2022-12-11,RTX 3070
42,MSI GeForce RTX 3070 VENTUS 2X OC 8GB GDDR6 Grafikkarte,411.0,2022-12-11,RTX 3070
43,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte NON LHR,403.0,2022-12-11,RTX 3070
44,ASUS TUF Gaming GeForce RTX 3070 OC (TUF-RTX3070-O8G-GAMING) -  Wie neu,455.54,2022-12-11,RTX 3070
45,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte,550.0,2022-12-11,RTX 3070
46,GIGABYTE AORUS GeForce RTX 3070 8GB GDDR6 Grafikkarte (GV-N3070AORUS M-8GD),500.0,2022-12-11,RTX 3070
47,MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte,422.0,2022-12-11,RTX 3070
48,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte (non-LHR),437.0,2022-12-11,RTX 3070
49,RTX 3070 Nvidia 8gb nvidia Gigabyte,465.29,2022-12-11,RTX 3070
50,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte(non LHR) Wasserkühlung,499.0,2022-12-11,RTX 3070
51,RTX 3070 Ti Zotac Trinity OC - OVP + 24months warranty left,529.0,2022-12-11,RTX 3070
52,"Gigabyte GeForce RTX 3070 Gaming OC 8GB GDDR6 Grafikkarte 2xHDMI, 2xDP",429.0,2022-12-11,RTX 3070
53,MSI GeForce RTX 3070 TI Gaming Trio 8G ,445.0,2022-12-11,RTX 3070
54,PNY GeForce RTX 3070 XLR8 Gaming Revel Epic-X RGB Triple Fan 8GB GDDR6,471.0,2022-12-11,RTX 3070
55,ASUS Turbo GeForce RTX 3070 8GB GDDR6 NON LHR Grafikkarte,400.0,2022-12-11,RTX 3070
56,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte,436.0,2022-12-11,RTX 3070
57,MSI Geforce RTX 3070 Ti Suprim X,569.0,2022-12-11,RTX 3070
58,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6 Grafikkarte (non-LHR),409.0,2022-12-11,RTX 3070
59,GIGABYTE GeForce RTX 3070 MASTER 8‎GB GDDR6 Grafikkarte,425.0,2022-12-11,RTX 3070
0,MSI Geforce RTX 3070 Ti Suprim X,569.0,2022-12-11,RTX 3070
1,MSI GeForce RTX 3070 SUPRIM X 8GB GDDR6 Grafikkarte (non-LHR),409.0,2022-12-11,RTX 3070
2,GIGABYTE GeForce RTX 3070 MASTER 8‎GB GDDR6 Grafikkarte,425.0,2022-12-11,RTX 3070
3,EVGA RTX 3070 Ti FTW3 Ultra - OVP + 24months warranty left,545.0,2022-12-11,RTX 3070
4,PALIT JET STREAM RTX 3070 Gaming 8GB GDDR6 Grafikkarte 2,425.0,2022-12-10,RTX 3070
5,"🔥ASUS ROG STRIX RTX 3070TI OC 8G GAMING🔥GARANTIE,TOP ZUSTAND WIE NEU🔥",575.0,2022-12-10,RTX 3070
6,ZOTAC GAMING GeForce RTX 3070 AMP Holo (ZT-A30700F-10P) - Zustand Sehr gut,476.0,2022-12-10,RTX 3070
7,ZOTAC GAMING GeForce RTX 3070 AMP Holo Grafikkarte,405.01,2022-12-10,RTX 3070
8,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Grafikkarte,555.0,2022-12-10,RTX 3070
9,Zotac Gaming RTX 3070 Twin Edge OC 8GB  (ZT-A30700H-10P) - Zustand sehr gut,407.0,2022-12-10,RTX 3070
10,Gigabyte AORUS MASTER GeForce RTX 3070 Ti OC 8GB*HÄNDLER*GARANTIE*RECHNUNG,699.0,2022-12-10,RTX 3070
11,MSI GeForce RTX 3070 SUPRIM X inkl. Restgarantie,543.0,2022-12-10,RTX 3070
12,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte,405.0,2022-12-10,RTX 3070
13,ZOTAC GAMING GeForce RTX 3070 Ti AMP Extreme Holo 8GB GDDR6X Grafikkarte...,599.0,2022-12-10,RTX 3070
14,"INNO3D GeForce RTX 3070 iCHILL X4 LHR 8GB GDDR6 PCIe, HDMI, Displayport",662.44,2022-12-10,RTX 3070
15,MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte (non LHR),437.0,2022-12-10,RTX 3070
16,Asus Tuf Gaming Grafikkarte Geforce RTX 3070 OC Edition 8 GB - V1 no LHR,480.0,2022-12-10,RTX 3070
17,"EVGA RTX 3070 FTW3 Ultra Grafikkarte *FHR, 2021-07, neuwertig*",530.0,2022-12-10,RTX 3070
18,ZOTAC GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Grafikkarte,405.0,2022-12-09,RTX 3070
19,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte NO LHR GPU 4K,499.99,2022-12-09,RTX 3070
20,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,405.0,2022-12-09,RTX 3070
21,MSI GeForce RTX 3070 VENTUS 3X OC 8GB GDDR6 Grafikkarte || OVP || no LHR,396.0,2022-12-09,RTX 3070
22,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Grafikkarte NON LHR,422.0,2022-12-09,RTX 3070
23,NVIDIA GeForce RTX 3070 Founders Edition FE 8GB GDDR6 Grafikkarte,499.0,2022-12-09,RTX 3070
24,Gekauft Juni 2022  KFA2 GeForce RTX 3070 EX 1Click OC LHR NVIDIA RGB Grafikkarte,519.9,2022-12-09,RTX 3070
25,Gainward GeForce RTX 3070 Phoenix 8GB GDDR6 Grafikkarte - Gebraucht,400.0,2022-12-09,RTX 3070
26,ZOTAC GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Grafikkarte,401.0,2022-12-09,RTX 3070
27,"ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 Grafikkarte, Non LHR, No-LHR",391.0,2022-12-09,RTX 3070
28,GIGABYTE AORUS GeForce RTX 3070 Master Rev. 2.0,727.16,2022-12-09,RTX 3070
29,AORUS RTX 3070 8GB RGB 2.0 Graphics Card / Grafikkarte mit Box,351.0,2022-12-09,RTX 3070
30,"ASUS GeForce RTX 3070 Ti TUF GAMING OC LHR, Grafikkarte",619.0,2022-12-09,RTX 3070
31,EVGA GeForce RTX 3070 XC3 ULTRA 8GB GDDR6 Grafikkarte OVP Restgarantie | non LHR,471.0,2022-12-08,RTX 3070
32,EVGA GeForce RTX 3070 Ti FTW3 ULTRA GAMING 8GB GDDR6X Grafikkarte,590.0,2022-12-08,RTX 3070
33,"MSI GeForce RTX 3070 SUPRIM 8GB GDDR6 Grafikkarte Non-LHR, gebraucht / geprüft",499.0,2022-12-08,RTX 3070
34,ZOTAC GAMING GeForce RTX 3070 Twin Edge 8GB GDDR6 Grafikkarte TOP ZUSTAND!!!!,399.0,2022-12-08,RTX 3070
35,EVGA GeForce RTX 3070 Ti FTW3 ULTRA GAMING 8GB GDDR6X Grafikkarte,553.62,2022-12-08,RTX 3070
36,NVIDIA GeForce RTX 3070 FE Founders Edition  ✅OVP+Rechnung+2 Jahre Restgarantie✅,526.31,2022-12-08,RTX 3070
37,"Asus Dual Geforce RTX 3070 OC Non-LHR, gebraucht / geprüft",485.0,2022-12-08,RTX 3070
38,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X Grafikkarte,570.0,2022-12-07,RTX 3070
39,ZOTAC NVIDIA GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Grafikkarte...,390.0,2022-12-07,RTX 3070
40,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte,423.85,2022-12-07,RTX 3070
41,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,499.0,2022-12-07,RTX 3070
42,"GIGABYTE GeForce RTX 3070 Eagle OC 8G, Grafikkarte (2x DisplayPort, 2x HDMI)",471.99,2022-12-07,RTX 3070
43,EVGA RTX 3070 Ti FTW3 Ultra - OVP + 24months warranty left,550.0,2022-12-07,RTX 3070
44,EVGA GeForce RTX 3070 FTW3 ULTRA 8GB GDDR6 PCIe HDMI,438.36,2022-12-07,RTX 3070
45,"MSI nVidia RTX 3070, 8GB, Non-LHR",460.0,2022-12-07,RTX 3070
46,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte - gebraucht,418.0,2022-12-07,RTX 3070
47,MSI GeForce RTX 3070 GAMING X TRIO 8GB GDDR6 Grafikkarte TOP Zustand,450.0,2022-12-07,RTX 3070
48,3070 super rtx ,451.0,2022-12-06,RTX 3070
49,GIGABYTE AORUS GeForce RTX 3070 Ti MASTER 8GB GDDR6X Grafikkarte,344.0,2022-12-06,RTX 3070
50,ASUS ROG Strix GeForce RTX 3070 OC 8GB GDDR6 Grafikkarte,569.99,2022-12-06,RTX 3070
51,Nvidea GeForce RTX™ 3070 8GB Grafikkarte aus Acer PC,445.0,2022-12-05,RTX 3070
52,GIGABYTE GeForce RTX 3070 Ti EAGLE,540.0,2022-12-05,RTX 3070
53,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Grafikkarte,426.1,2022-12-05,RTX 3070
54,ASUS GeForce RTX 3070 DUAL OC 8GB GDDR6 - OVP - TOP Zustand - mit Restgarantie!,475.0,2022-12-05,RTX 3070
55,"Gainward GeForce RTX 3070 Phoenix 8GB GDDR6 Grafikkarte, Non-LHR",450.0,2022-12-05,RTX 3070
56,ASUS ROG Strix GeForce RTX 3070 OC Non LHR,549.9,2022-12-05,RTX 3070
57,Gainward GeForce RTX 3070 Phantom 8‎GB GDDR6 | non LHR | gebraucht,436.0,2022-12-05,RTX 3070
58,NVIDIA GeForce RTX 3070 Ti Founders Edition / Händler / NEU & UVP /,745.99,2022-12-05,RTX 3070
59,"ZOTAC NVIDIA GeForce RTX 3070 8GB GDDR6 Gaming Grafikkarte, ZT-A30700H-10P",290.0,2022-12-05,RTX 3070
0,"NVidia GeForce RTX3070 8GB GDDR6 RAM, TOP",419.0,2022-12-05,RTX 3070
1,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 GDDR6 Grafikkarte,459.0,2022-12-05,RTX 3070
2,EVGA RTX 3070 FTW3 ULTRA Gaming 8GB GDDR6 Grafikkarte 1,469.0,2022-12-04,RTX 3070
3,GIGABYTE GeForce RTX 3070 GAMING OC rev. 2.0 8GB GDDR6 Grafikkarte...,450.55,2022-12-04,RTX 3070
4,KFA² GeForce RTX 3070 - Grafikkarte 8 GB - Top - unbenutzt & NEU in OVP,569.0,2022-12-04,RTX 3070
5,"ASUS GeForce RTX 3070 TUF Gaming OC 8GB GDDR6 Grafikkarte, NON-LHR",475.0,2022-12-04,RTX 3070
6,"GIGABYTE GeForce RTX 3070 Ti GAMING, Grafikkarte",737.69,2022-12-04,RTX 3070
7,ASUS TUF Gaming GeForce RTX 3070 Ti OC 8GB GDDR6X Grafikkarte TOP,649.5,2022-12-04,RTX 3070
8,Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Grafikkarte,410.0,2022-12-04,RTX 3070
9,"ASUS TUF GeForce RTX 3070 TI 8GB OC Version, erst 3 Monate alt",555.0,2022-12-04,RTX 3070
10,NVIDIA GeForce RTX 3070 8GB GDDR6  Founders Edition  Neu / ⭐️⭐️⭐️⭐️⭐️ / Händler,599.0,2022-12-04,RTX 3070
11,ZOTAC GAMING GeForce RTX 3070 Ti AMP Holo  Black 8GB GDDR6X Grafikkarte,550.0,2022-12-04,RTX 3070
